lecture_number,lecture_title,slide_number,slide_title,core_concept,slide_role,concept_group,prerequisite_concept,next_concept,estimated_teaching_minutes,logical_boundary_after_slide,boundary_strength,boundary_reason,notes_for_future_script
1,CNN,11,ImageNet Large Scale Visual Recognition Challenge (ILSVRC),ImageNet Large Scale Visual Recognition Challenge (ILSVRC),motivation,Image datasets and CNN motivation,Why Not Just Use an MLP for Images?,AlexNet on Two GPUs,0.9,no,weak,Continue through the current concept group 'Image datasets and CNN motivation'; stopping here would interrupt the conceptual sequence.,Use this slide to establish why the topic matters before adding formal detail.
1,CNN,12,AlexNet on Two GPUs,AlexNet on Two GPUs,motivation,Image datasets and CNN motivation,ImageNet Large Scale Visual Recognition Challenge (ILSVRC),AlexNet on One GPU,0.9,no,weak,Continue through the current concept group 'Image datasets and CNN motivation'; stopping here would interrupt the conceptual sequence.,Use this slide to establish why the topic matters before adding formal detail.
1,CNN,13,AlexNet on One GPU,AlexNet on One GPU,motivation,Image datasets and CNN motivation,AlexNet on Two GPUs,Convolution operation,0.9,yes,strong,"Completes the concept group 'Image datasets and CNN motivation' and the next slide begins 'Convolution operation'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",Use this slide to establish why the topic matters before adding formal detail. Add a brief recap or checkpoint here before moving on.
1,CNN,14,Convolutional Neural Networks (CNNs),Convolutional Neural Networks (CNNs),definition,Convolution fundamentals,Image tensors and local receptive fields,Convolution = Local Dot Product,1.0,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,15,Convolution = Local Dot Product,Convolution = Local Dot Product,definition,Convolution fundamentals,Convolutional Neural Networks (CNNs),Matrix Inner Product in Convolution,1.0,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,16,Matrix Inner Product in Convolution,Matrix Inner Product in Convolution,definition,Convolution fundamentals,Convolution = Local Dot Product,Convolution as a Sliding Window Operation,1.0,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,17,Convolution as a Sliding Window Operation,Convolution as a Sliding Window Operation,definition,Convolution fundamentals,Matrix Inner Product in Convolution,Step-by-Step Sliding of the Convolution Filter: Step 1,1.0,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,18,Step-by-Step Sliding of the Convolution Filter: Step 1,Step-by-Step Sliding of the Convolution Filter: Step 1,algorithm,Convolution fundamentals,Convolution as a Sliding Window Operation,Step-by-Step Sliding of the Convolution Filter: Step 2,1.6,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,"Narrate the procedure in order and emphasize inputs, outputs, and update rules."
1,CNN,19,Step-by-Step Sliding of the Convolution Filter: Step 2,Step-by-Step Sliding of the Convolution Filter: Step 2,algorithm,Convolution fundamentals,Step-by-Step Sliding of the Convolution Filter: Step 1,Step-by-Step Sliding of the Convolution Filter: Step 9,1.6,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,"Narrate the procedure in order and emphasize inputs, outputs, and update rules."
1,CNN,20,Step-by-Step Sliding of the Convolution Filter: Step 9,Step-by-Step Sliding of the Convolution Filter: Step 9,algorithm,Convolution fundamentals,Step-by-Step Sliding of the Convolution Filter: Step 2,Convolution Output Size,1.6,no,weak,Continue through the current concept group 'Convolution fundamentals'; stopping here would interrupt the conceptual sequence.,"Narrate the procedure in order and emphasize inputs, outputs, and update rules."
1,CNN,21,Convolution Output Size,Convolution Output Size,definition,Convolution fundamentals,Step-by-Step Sliding of the Convolution Filter: Step 9,Classical image filters,1.0,yes,strong,"Completes the concept group 'Convolution fundamentals' and the next slide begins 'Classical image filters'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",State the key definition carefully and connect it to the previous slide. Add a brief recap or checkpoint here before moving on.
1,CNN,22,Convolving “filters” is not a new idea,Convolving “filters” is not a new idea,definition,Classical filters padding and kernel mechanics,Convolution local dot product,"Edge Detection Filters: Sobel X, Sobel Y, and Laplacian",1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,23,"Edge Detection Filters: Sobel X, Sobel Y, and Laplacian","Edge Detection Filters: Sobel X, Sobel Y, and Laplacian",definition,Classical filters padding and kernel mechanics,Convolving “filters” is not a new idea,Convolution,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,24,Convolution,Convolution,definition,Classical filters padding and kernel mechanics,"Edge Detection Filters: Sobel X, Sobel Y, and Laplacian",Convolution with a 3x3 kernel,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,25,Convolution with a 3x3 kernel,Convolution with a 3x3 kernel,definition,Classical filters padding and kernel mechanics,Convolution,Convolution with a 3x3 kernel: Step 1,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,26,Convolution with a 3x3 kernel: Step 1,Convolution with a 3x3 kernel: Step 1,algorithm,Classical filters padding and kernel mechanics,Convolution with a 3x3 kernel,Convolution with a 3x3 kernel: Animation,1.3,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,"Narrate the procedure in order and emphasize inputs, outputs, and update rules."
1,CNN,27,Convolution with a 3x3 kernel: Animation,Convolution with a 3x3 kernel: Animation,visualization,Classical filters padding and kernel mechanics,Convolution with a 3x3 kernel: Step 1,Convolution without Padding,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,Describe the visual structure explicitly for online viewers who may be watching on a small screen.
1,CNN,28,Convolution without Padding,Convolution without Padding,definition,Classical filters padding and kernel mechanics,Convolution with a 3x3 kernel: Animation,Convolution without Padding: Problem,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,29,Convolution without Padding: Problem,Convolution without Padding: Problem,motivation,Classical filters padding and kernel mechanics,Convolution without Padding,Convolution with padding = 1,0.9,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,Use this slide to establish why the topic matters before adding formal detail.
1,CNN,30,Convolution with padding = 1,Convolution with padding = 1,definition,Classical filters padding and kernel mechanics,Convolution without Padding: Problem,Convolution with padding = 2,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,31,Convolution with padding = 2,Convolution with padding = 2,definition,Classical filters padding and kernel mechanics,Convolution with padding = 1,Convolution Animation with one Kernel,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,32,Convolution Animation with one Kernel,Convolution Animation with one Kernel,visualization,Classical filters padding and kernel mechanics,Convolution with padding = 2,Convolution Animation with Two 4x4 Kernels,1.0,no,weak,Continue through the current concept group 'Classical filters padding and kernel mechanics'; stopping here would interrupt the conceptual sequence.,Describe the visual structure explicitly for online viewers who may be watching on a small screen.
1,CNN,33,Convolution Animation with Two 4x4 Kernels,Convolution Animation with Two 4x4 Kernels,visualization,Classical filters padding and kernel mechanics,Convolution Animation with one Kernel,Multichannel convolution,1.0,yes,strong,"Completes the concept group 'Classical filters padding and kernel mechanics' and the next slide begins 'Multichannel convolution'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",Describe the visual structure explicitly for online viewers who may be watching on a small screen. Add a brief recap or checkpoint here before moving on.
1,CNN,34,Understanding the Input Tensor,Understanding the Input Tensor,definition,Multichannel and multilayer convolution,Single-channel convolution,Applying a 5×5×3 Filter,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,35,Applying a 5×5×3 Filter,Applying a 5×5×3 Filter,definition,Multichannel and multilayer convolution,Understanding the Input Tensor,Computing One Convolution Output Value,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,36,Computing One Convolution Output Value,Computing One Convolution Output Value,definition,Multichannel and multilayer convolution,Applying a 5×5×3 Filter,Generating a Single Feature Map,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,37,Generating a Single Feature Map,Generating a Single Feature Map,definition,Multichannel and multilayer convolution,Computing One Convolution Output Value,Multiple Filters Produce Multiple Feature Maps,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,38,Multiple Filters Produce Multiple Feature Maps,Multiple Filters Produce Multiple Feature Maps,definition,Multichannel and multilayer convolution,Generating a Single Feature Map,Convolution with Six Kernels,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,39,Convolution with Six Kernels,Convolution with Six Kernels,definition,Multichannel and multilayer convolution,Multiple Filters Produce Multiple Feature Maps,Two Layers of Convolution,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,40,Two Layers of Convolution,Two Layers of Convolution,definition,Multichannel and multilayer convolution,Convolution with Six Kernels,Multiple Layers of Convolution,1.0,no,weak,Continue through the current concept group 'Multichannel and multilayer convolution'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,41,Multiple Layers of Convolution,Multiple Layers of Convolution,definition,Multichannel and multilayer convolution,Two Layers of Convolution,CNN inductive bias,1.0,yes,strong,"Completes the concept group 'Multichannel and multilayer convolution' and the next slide begins 'CNN inductive bias'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",State the key definition carefully and connect it to the previous slide. Add a brief recap or checkpoint here before moving on.
1,CNN,42,How CNNs Differ from MLP,How CNNs Differ from MLP,transition,CNN inductive bias and hierarchy,Stacked convolutional feature maps,What Is Inductive Bias?,0.7,no,weak,Continue through the current concept group 'CNN inductive bias and hierarchy'; stopping here would interrupt the conceptual sequence.,Use this slide as a bridge; preview the next concept without overloading the slide.
1,CNN,43,What Is Inductive Bias?,What Is Inductive Bias?,definition,CNN inductive bias and hierarchy,How CNNs Differ from MLP,Hierarchical Feature Learning in CNNs,1.0,no,weak,Continue through the current concept group 'CNN inductive bias and hierarchy'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,44,Hierarchical Feature Learning in CNNs,Hierarchical Feature Learning in CNNs,definition,CNN inductive bias and hierarchy,What Is Inductive Bias?,1×1 Convolution,1.0,no,weak,Continue through the current concept group 'CNN inductive bias and hierarchy'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,45,1×1 Convolution,1×1 Convolution,definition,CNN inductive bias and hierarchy,Hierarchical Feature Learning in CNNs,Pooling,1.0,yes,medium,"Completes the concept group 'CNN inductive bias and hierarchy' and the next slide begins 'Pooling'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",State the key definition carefully and connect it to the previous slide. Add a brief recap or checkpoint here before moving on.
1,CNN,46,Pooling Layer,Pooling Layer,definition,Pooling and spatial reduction,Convolutional feature maps,Max pooling: Another Example,1.0,no,weak,Continue through the current concept group 'Pooling and spatial reduction'; stopping here would interrupt the conceptual sequence.,State the key definition carefully and connect it to the previous slide.
1,CNN,47,Max pooling: Another Example,Max pooling: Another Example,example,Pooling and spatial reduction,Pooling Layer,Pooling: Max vs Average,1.2,no,weak,Continue through the current concept group 'Pooling and spatial reduction'; stopping here would interrupt the conceptual sequence.,Walk through the example step by step; avoid summarizing before the learner sees the complete case.
1,CNN,48,Pooling: Max vs Average,Pooling: Max vs Average,transition,Pooling and spatial reduction,Max pooling: Another Example,AlexNet architecture,0.7,yes,strong,"Completes the concept group 'Pooling and spatial reduction' and the next slide begins 'AlexNet architecture'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.",Use this slide as a bridge; preview the next concept without overloading the slide. Add a brief recap or checkpoint here before moving on.
1,CNN,49,AlexNet Architecture,AlexNet Architecture,visualization,AlexNet architecture and implementation,Convolution and pooling layers,AlexNet Architecture: A different view,1.0,no,weak,Continue through the current concept group 'AlexNet architecture and implementation'; stopping here would interrupt the conceptual sequence.,Describe the visual structure explicitly for online viewers who may be watching on a small screen.
1,CNN,50,AlexNet Architecture: A different view,AlexNet Architecture: A different view,visualization,AlexNet architecture and implementation,AlexNet Architecture,AlexNet Keras Implementation,1.0,no,weak,Continue through the current concept group 'AlexNet architecture and implementation'; stopping here would interrupt the conceptual sequence.,Describe the visual structure explicitly for online viewers who may be watching on a small screen.
1,CNN,51,AlexNet Keras Implementation,AlexNet Keras Implementation,algorithm,AlexNet architecture and implementation,AlexNet Architecture: A different view,CNN summary,1.3,yes,strong,"Completes the concept group 'AlexNet architecture and implementation' and the next slide begins 'CNN summary'. This is a natural stopping point without cutting a derivation, algorithm, example, architecture explanation, or comparison.","Narrate the procedure in order and emphasize inputs, outputs, and update rules. Add a brief recap or checkpoint here before moving on."
1,CNN,52,Summary: Convolutional Neural Networks,Summary: Convolutional Neural Networks,summary,CNN summary,CNN architecture components,Next lecture on evaluation metrics,0.8,yes,strong,Ends the lecture after completing 'CNN summary'.,Use this slide to consolidate the preceding concept group and prepare a checkpoint. Add a brief recap or checkpoint here before moving on.
