lecture_number,lecture_title,original_pptx,slide_number,possible_slide_title,visible_text
3,Loss Function,3  - Loss Function.pptx,12,What Does the Gradient Represent?,"Update Rule:
Direction of steepest increase in loss
Magnitude = sensitivity of loss to parameter change
We move opposite direction to decrease loss
Gradient
learning rates
12
What Does the Gradient Represent?"
3,Loss Function,3  - Loss Function.pptx,13,Local vs Global Minima,"Local vs Global Minima
13
L
𝛉
Deep networks are non-convex, but many local minima have similar performance."
3,Loss Function,3  - Loss Function.pptx,14,Big vs Small Learning Rate in Optimization,"14
Big vs Small Learning Rate in Optimization"
3,Loss Function,3  - Loss Function.pptx,15,Effect of Learning Rates,"https://www.cs.toronto.edu/~frossard/post/linear_regression/
15
Effect of Learning Rates"
3,Loss Function,3  - Loss Function.pptx,16,Comparing Different Optimization Algorithms,"https://www.cs.toronto.edu/~frossard/post/linear_regression/
16
Comparing Different Optimization Algorithms"
3,Loss Function,3  - Loss Function.pptx,17,CIFAR-10 Dataset Overview,"50,000
training images
10,000
test images.
Image size:
32 × 32 × 3
(RGB)
CIFAR-10 Dataset Overview
17"
3,Loss Function,3  - Loss Function.pptx,18,Linear Classifier as a Parametric Model,"Linear Classifier as a Parametric Model
18
Image
10
numbers giving class scores
Array of
32x32x3
numbers
(3072 numbers total)
𝑓
𝑥
We define a model with learnable parameters (weights and bias).
Example: Linear Classifier"
3,Loss Function,3  - Loss Function.pptx,19,Worked Example: 4-Pixel Image with 3 Classes,"Example with an image with 4 pixels, and 3 classes (
cat
/
dog
/
ship
)
0.2
-0.5
0.1
2.0
1.5
1.3
2.1
0.0
0
0.25
0.2
-0.3
W
Input image
56
231
24
2
56
231
24
2
Stretch pixels into column
1.1
3.2
-1.2
+
-96.8
437.9
61.95
=
Cat score
Dog score
Ship score
19
Worked Example: 4-Pixel Image with 3 Classes
Step 1: Flatten image
Step 2: Multiply by weight matrix
Step 3: Add bias
Step 4: Get class scores
b"
3,Loss Function,3  - Loss Function.pptx,20,Interpreting a Linear Classifier,"Each row of W:
Each row of W acts as a template detector for one class.
Computes similarity between image and class.
Interpreting a Linear Classifier
20
Score of class j:
Higher score → more similar."
3,Loss Function,3  - Loss Function.pptx,21,Evaluating the Linear Classifier,"Cat image
by
Nikita
is licensed under
CC-BY 2.0
;
Car image
is
CC0 1.0
public domain;
Frog image
is in the public domain
Evaluating the Linear Classifier
Example class scores for 3 images for some W:
How can we tell whether this W is good or bad?
21"
3,Loss Function,3  - Loss Function.pptx,22,From Scores to Model Assessment,"Define a
loss function
that quantifies our unhappiness with the scores across the training data.
Come up with a way of efficiently finding the parameters that minimize the loss function.
(optimization)
TODO:
From Scores to Model Assessment
Cat image
by
Nikita
is licensed under
CC-BY 2.0
;
Car image
is
CC0 1.0
public domain;
Frog image
is in the public domain
22"
3,Loss Function,3  - Loss Function.pptx,23,Are These Scores Good?,"cat
frog
car
3.2
5.1
-1.7
4.9
1.3
2.0
-3.1
2.5
2.2
Suppose: 3 training examples, 3 classes.
With some W the scores are:
A
loss function
tells how good our current classifier is
Dataset:
where is image and
is (integer) label
Loss over dataset:
23
Are These Scores Good?
We need a quantitative measure of error → Loss Function"
3,Loss Function,3  - Loss Function.pptx,24,Softmax,"Input
: raw scores (logits)
Output
: probability distribution
Sum
= 1
Softmax
AlexNet
24
Converts arbitrary real-valued scores into probabilities."
3,Loss Function,3  - Loss Function.pptx,25,Softmax Step 1: Raw Logits,"cat
frog
car
3.2
5.1
-1.7
Raw Scores z (Logits)
Softmax
is the most commonly used final activation in classification.
Softmax
Step 1: Raw Logits
25"
3,Loss Function,3  - Loss Function.pptx,26,Softmax Step 2: Exponentiation,"cat
frog
car
3.2
5.1
-1.7
24.5
164.0
0.18
exp
unnormalized probabilities
26
Raw Scores (Logits)
Softmax
Step 2: Exponentiation"
3,Loss Function,3  - Loss Function.pptx,27,Softmax Step 3: Normalization,"cat
frog
car
3.2
5.1
-1.7
24.5
164.0
0.18
exp
unnormalized probabilities
normalize
0.13
0.87
0.00
probabilities
27
Raw Scores (Logits)
Converts logits into probabilities.
Sum = 1.
Softmax
Step 3: Normalization"
3,Loss Function,3  - Loss Function.pptx,28,Why Softmax? Probabilistic Interpretation,"Why
Softmax
? Probabilistic Interpretation
28"
3,Loss Function,3  - Loss Function.pptx,29,Numerical Stability in Softmax Computation,"Numerical Stability in
Softmax
Computation
29"
3,Loss Function,3  - Loss Function.pptx,30,Softmax + Cross Entropy,"Softmax
+ Cross Entropy
Widely used in classification
cat
frog
car
0.13
0.87
0.00
Prediction
1
0
0
Label:
one-hot vector
CrossEntropy
(Prediction, Label)
measures the dissimilarity between the true label distribution and the predicted label distribution
30"
3,Loss Function,3  - Loss Function.pptx,31,Entropy: Measuring Uncertainty,"Entropy: Measuring Uncertainty
Concept borrowed from physics
Measure the
disorder
in a dataset
High entropy → uniform distribution → high uncertainty
Low entropy → peaked distribution → confident prediction
Case 1 — Uniform Distribution with 3 classes
Case 2 — Highly Peaked Distribution (Low Uncertainty)
31"
3,Loss Function,3  - Loss Function.pptx,32,Entropy and Information Gain,"Entropy and Information Gain
Concept borrowed from physics
Measure the
disorder
in a dataset
Information gain: the decrease in disorder achieved by partitioning the datasets
49 objects
25 stars
24 diamond
32"
3,Loss Function,3  - Loss Function.pptx,33,Information Gain Example,"Information Gain Example
49 objects
25 stars
24 diamond
Partition based on color
Easer to predict what shape we will get from the box.
33"
3,Loss Function,3  - Loss Function.pptx,34,Cross-Entropy Definition (NLL Form),"Cross-Entropy Definition (NLL Form)
Also called Negative Log-Likelihood (NLL)
p(x)
: Ground truth distribution
q(x)
: Prediction distribution
How much q(x) differs from the ground truth p(x)?
34"
3,Loss Function,3  - Loss Function.pptx,35,Cross-Entropy for One-Hot Labels,"Cross-Entropy for One-Hot Labels
cat
frog
car
0.13
0.87
0.00
Prediction
1
0
0
Label:
one-hot vector
𝐻
𝑝
,
𝑞
=−
𝑥
𝑝
(
𝑥
)
log
𝑞
(
𝑥
)
p(x)
: Ground truth distribution
q(x)
: Prediction distribution
If ground truth are one-hot:
𝐻
𝑝
,
𝑞
=−
𝑙𝑜𝑔
𝑞
(
y
true
)
where
y
true
is the
true class label
for the training example.
35
Large loss → model is very wrong"
3,Loss Function,3  - Loss Function.pptx,36,"A Short Introduction to Entropy, Cross-Entropy and KL-Divergence by Aurélien Géron
11 minutes","https://www.youtube.com/watch?v=ErfnhcEV1O8&t=5s
A Short Introduction to Entropy, Cross-Entropy and KL-Divergence
by
Aurélien
Géron
11 minutes
36"
3,Loss Function,3  - Loss Function.pptx,37,Cross Entropy v.s. Square Error,"Cross Entropy
v.s
. Square Error
Total
Loss
w
1
w
2
Cross Entropy
Square
Error
http://jmlr.org/proceedings/papers/v9/glorot10a/glorot10a.pdf
37
Cross-entropy:
Strong gradients when wrong
Faster learning
Well-suited for classification
Square error:
Weak gradients for saturated outputs
Slower convergence
Better for regression
Cross-entropy produces larger gradients when prediction is confidently wrong."
3,Loss Function,3  - Loss Function.pptx,38,Summary,"Summary
38"
