lecture_number,lecture_title,original_pptx,slide_number,possible_slide_title,visible_text
10,VIT,10 - VIT.pptx,27,Distillation with Ground Truth and Teacher Targets,"Distillation with Ground Truth and Teacher Targets
Step
1:
Train
a
teacher
model
on
images
and
ground-
truth
labels
Step
2:
Train
a
student
model
to
match
predictions
from
the
teacher
(sometimes
also
to
match
GT
labels)
P(cat)
=
0.9
P(dog)
=
0.1
GT
label:
Cat
Cross
Entropy
Loss
P(cat)
=
0.1
P(dog)
=
0.9
P(cat)
=
0.2
P(dog)
=
0.8
KL
Divergence
Loss
Cross
Entropy
Loss
GT
label:
Dog
Hinton
et
al,
“Distilling
the
knowledge
in
a
neural
network”,
NeurIPS
Deep
Learning
and
Representation
Learning
Workshop,
2015"
10,VIT,10 - VIT.pptx,28,Why Distillation Helps the Student Model,"Why Distillation Helps the Student Model
Step
1:
Train
a
teacher
model
on
images
and
ground-
truth
labels
Step
2:
Train
a
student
model
to
match
predictions
from
the
teacher
(sometimes
also
to
match
GT
labels)
P(cat)
=
0.9
P(dog)
=
0.1
GT
label:
Cat
Entropy
Loss
Often
works
better
than
training
student
from
scratch
(especially
if
teacher
is
bigger
than
student)
Cross
P(cat)
=
0.1
P(dog)
=
0.9
P(cat)
=
0.2
P(dog)
=
0.8
KL
Divergence
Loss
Cross
Entropy
Loss
GT
label:
Dog
Hinton
et
al,
“Distilling
the
knowledge
in
a
neural
network”,
NeurIPS
Deep
Learning
and
Representation
Learning
Workshop,
2015"
10,VIT,10 - VIT.pptx,29,DeiT: Distilling a CNN Teacher into a ViT,"DeiT
: Distilling a CNN Teacher into a
ViT
Step
1:
Train
a
CNN teacher
model
on
images
and
ground-
truth
labels
Step
2:
Train
a
student
ViT
to
match
ImageNet
predictions
from
the
teacher
CNN
(and
match
GT
labels)
P(cat)
=
0.9
P(dog)
=
0.1
GT
label:
Cat
Cross
Entropy
Loss
Touvrom
et
al,
“Training
data-
efficient
image
transformers
&
distillation
through
attention”,
ICML
2021
P(cat)
=
0.1
P(dog)
=
0.9
P(cat)
=
0.2
P(dog)
=
0.8
KL
Divergence
Loss
Cross
Entropy
Loss
GT
label:
Dog"
10,VIT,10 - VIT.pptx,30,DeiT Architecture: Adding a Distillation Token,"DeiT
Architecture: Adding a Distillation Token
Touvrom
et
al,
“Training
data-
efficient
image
transformers
&
distillation
through
attention”,
ICML
2021
Input
patches
Linear
projection
Output
vectors
Classification token
+
+
+
+
+
+
+
+
+
Positional
Embedding
Predicted
class
scores;
should
match ground-truth
Transformer
Distillation
token
Predicted
class
scores;
should
match
teacher"
10,VIT,10 - VIT.pptx,31,DeiT Improves ImageNet Accuracy,"DeiT
Improves ImageNet Accuracy
86
84
82
80
78
76
74
Original
ViT-
B/16
+Distillation
+Longer
training
+Higher
resolution
(300 to
1000
epochs)
(224x224
to
384x384)
Top1
Accuracy
ViT-
B/16
on
ImageNet
Touvrom
et
al,
“Training
data-
efficient
image
transformers
&
distillation
through
attention”,
ICML
2021"
10,VIT,10 - VIT.pptx,32,Longer Training and Higher Resolution Improve DeiT,"Longer Training and Higher Resolution Improve
DeiT
86
84
82
80
78
76
74
Touvrom
et
al,
“Training
data-
efficient
image
transformers
&
distillation
through
attention”,
ICML
2021
Original
ViT-
B/16
+Distillation
+Longer
training
(300 to
1000
epochs)
+Higher
resolution
(224x224
to
384x384)
Top1
Accuracy
ViT-
B/16
on
ImageNet"
10,VIT,10 - VIT.pptx,33,Why Vanilla ViT Tokenization Is Too Crude,"Why Vanilla
ViT
Tokenization Is Too Crude
ViT
splits an image into
fixed-size patches
in one step
This hard split is simple, but it weakens local continuity across patch boundaries.
As a result, vanilla
ViT
has:
weaker inductive bias
than CNNs
Inductive bias
= the built-in assumptions that guide how a model learns and generalizes.
lower sample efficiency
Sample efficiency
means how well a model learns from a limited amount of training data.
stronger dependence on
very large pretraining datasets
33
Yuan et al.,
Tokens-to-Token
ViT
: Training Vision Transformers from Scratch on ImageNet
, ICCV 2021
https://arxiv.org/abs/2101.11986
Vanilla
ViT
sees image patches, but does not naturally build local visual structure."
10,VIT,10 - VIT.pptx,34,T2T-ViT: Progressive Tokenization,"T2T-ViT: Progressive Tokenization
T2T-ViT does not keep the initial tokens fixed.
It progressively re-forms tokens from neighboring tokens.
This adds local structure while shortening the token sequence over stages.
34
T2T-ViT makes
ViTs
more data-efficient and more vision-friendly by injecting local structure into tokenization."
10,VIT,10 - VIT.pptx,35,Soft Split = Overlapping Tokenization,"Soft Split = Overlapping Tokenization
T2T-ViT: progressive tokenization with overlap
Benefit: better local structure and better sample efficiency
35
T2T-ViT makes
ViTs
more data-efficient and more vision-friendly by injecting local structure into tokenization.
How Soft Split Works (Step-by-Step)
Start with an image (or reconstructed feature map)
Slide a
k × k window
across the image
Use
stride < k
→ creates overlap
For each window:
Flatten it → becomes a token
Output = a new sequence of tokens"
10,VIT,10 - VIT.pptx,36,Pyramid Vision Transformer (PVT),"Pyramid Vision Transformer (PVT)
Vanilla
ViT
keeps the same token resolution throughout the network.
PVT instead builds a hierarchical pyramid of features, like a CNN.
This design is better matched to vision tasks that need multi-scale representations.
36
Wang et al., Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions, ICCV 2021
https://arxiv.org/abs/2102.12122"
10,VIT,10 - VIT.pptx,37,Pyramid Vision Transformer (PVT): Achitecture,"Pyramid Vision Transformer (PVT):
Achitecture
Builds a multi-scale pyramid of features (like a CNN).
37
Wang et al., Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions, ICCV 2021
https://arxiv.org/abs/2102.12122
PVT =
ViT
+ CNN-style feature pyramid for dense vision tasks.
Spatial-Reduction Attention"
10,VIT,10 - VIT.pptx,38,"Spatial-Reduction Attention (SRA): Keep Q, Reduce K and V","Spatial-Reduction Attention (SRA): Keep Q, Reduce K and V
Standard attention is expensive at high resolution
SRA reduces cost by compressing K and V only
SRA produces the same output shape as standard attention (H × W × C).
38
Key Ides:
Q: full resolution (fine-grained)
K, V:
downsampled
(coarse summary)
implemented via
strided
conv or patch grouping
Each query attends to a compressed global context
Example:
56×56 → 3136 tokens
R=4 → K,V = 14×14 = 196 tokens
SRA keeps full-resolution outputs while reducing computation by compressing K and V.
Standard Attention
SRA
Q, K, V: H × W
Q: H × W
K, V: H/R × W/R"
10,VIT,10 - VIT.pptx,39,Swin Transformer: Hierarchical ViT,"Swin Transformer: Hierarchical
ViT
Starts with small 4×4 patches
Computes self-attention within local windows
Shifts the windows in the next layer to connect neighboring regions
Builds a hierarchical representation by merging patches across stages
Liu et al, Swin Transformer: Hierarchical Vision Transformer using Shifted Windows, CVPR 2021
https://arxiv.org/abs/2103.14030
Swin adds locality and hierarchy while keeping Transformer flexibility.
39"
10,VIT,10 - VIT.pptx,40,CNNs Use Hierarchical Feature Maps,"CNNs Use Hierarchical Feature Maps
Input:
3
x
224
x
224
7x7
conv,
64,
/
2
Pool
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
128
3x3
conv,
128,
/
2
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
512
3x3
conv,
512,
/2
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
Input
Stage
1:
64
x
56
x
56
Stage
2:
128
x
28
x
28
Stage
3:
256
x
14
x
14
In
most
CNNs
(including ResNets),
decrease
resolution
and
increase
channels
as
you
go
deeper
in
the
network (Hierarchical
architecture)
Useful
since
objects
in
images
can
occur
at
various
scales
40"
10,VIT,10 - VIT.pptx,41,ViT Uses an Isotropic Architecture,"ViT
Uses an Isotropic Architecture
Input
3x3
conv,
64
7x7
conv,
64,
/
2
Pool
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
128
3x3
conv,
128,
/
2
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
512
3x3
conv,
512,
/2
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
Input:
3
x
224
x
224
Stage
1:
64
x
56
x
56
Stage
2:
128
x
28
x
28
Stage
3:
256
x
14
x
14
In
most
CNNs
(including ResNets),
decrease
resolution
and
increase
channels
as
you
go
deeper
in
the
network (Hierarchical
architecture)
Useful
since
objects
in
images
can
occur
at
various
scales
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Input:
3
x
224
x
224
1
st
block:
768
x
14
x
14
2
nd
block:
768
x
14
x
14
3
rd
block:
768
x
14
x
14
In
a
ViT,
all
blocks
have
same
resolution
and
number
of
channels
(Isotropic
architecture)
41"
10,VIT,10 - VIT.pptx,42,Can We Build a Hierarchical Vision Transformer?,"Can We Build a Hierarchical Vision Transformer?
Input
3x3
conv,
64
7x7
conv,
64,
/
2
Pool
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
64
3x3
conv,
128
3x3
conv,
128,
/
2
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
128
3x3
conv,
512
3x3
conv,
512,
/2
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
3x3
conv,
512
Input:
3
x
224
x
224
Stage
1:
64
x
56
x
56
Stage
2:
128
x
28
x
28
Stage
3:
256
x
14
x
14
In
most
CNNs
(including ResNets),
decrease
resolution
and
increase
channels
as
you
go
deeper
in
the
network (Hierarchical
architecture)
Useful
since
objects
in
images
can
occur
at
various
scales
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Layer
Normalization
+
MLP
MLP
MLP
MLP
Layer
Normalization
+
Self-
Attention
Input:
3
x
224
x
224
1
st
block:
768
x
14
x
14
2
nd
block:
768
x
14
x
14
3
rd
block:
768
x
14
x
14
In
a
ViT,
all
blocks
have
same
resolution
and
number
of
channels
(Isotropic
architecture)
Can
we
build
a
hierarchical
ViT
model?
42"
10,VIT,10 - VIT.pptx,43,Swin Stage 1: Patch Partition and Embedding,"Swin Stage 1: Patch Partition and Embedding
C
×
𝐻
×
𝑊
4
4
3
×
𝐻
×
𝑊
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
Divide
image
into
4x4
patches
and
project
to
C
dimensions
43"
10,VIT,10 - VIT.pptx,44,Swin Stage 2: First Patch Merging Step,"Swin Stage 2: First Patch Merging Step
C
×
𝐻
×
𝑊
4
4
3
×
𝐻
×
𝑊
2𝐶
×
𝐻
×
𝑊
8
8
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
44"
10,VIT,10 - VIT.pptx,45,Feature Map Layout After Patch Embedding,"Feature Map Layout After Patch Embedding
3
×
𝐻
×
𝑊
C
×
𝐻
𝑊
2𝐶
×
𝐻
×
𝑊
4
×
4
8
8
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
H/4
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
W/4
C
45"
10,VIT,10 - VIT.pptx,46,Patch Merging by Concatenating Neighboring Tokens,"Patch Merging by Concatenating Neighboring Tokens
3
×
𝐻
×
𝑊
C
×
𝐻
𝑊
2𝐶
×
𝐻
×
𝑊
4
×
4
8
8
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
H/4
W/4
C
4C
H/8
W/8
Concatenate
groups
of
2x2
features
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
46"
10,VIT,10 - VIT.pptx,47,Projecting Merged Tokens to Fewer Channels,"Projecting Merged Tokens to Fewer Channels
3
×
𝐻
×
𝑊
C
×
𝐻
𝑊
2𝐶
×
𝐻
×
𝑊
4
×
4
8
8
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
H/4
W/4
C
4C
H/8
W/8
H/8
W/8
2C
Concatenate
groups
of
2x2
features
Linear projection
from
4C
to
2C
channels
(1x1
conv)
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
47"
10,VIT,10 - VIT.pptx,48,Building a Multi-Stage Hierarchy in Swin,"Building a Multi-Stage Hierarchy in Swin
C
×
𝐻
×
𝑊
4
4
3
×
𝐻
×
𝑊
2𝐶
×
𝐻
×
𝑊
8
8
4𝐶
×
𝐻
×
𝑊
16
16
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
16x16
48"
10,VIT,10 - VIT.pptx,49,From Fine Patches to Coarser Visual Tokens,"From Fine Patches to Coarser Visual Tokens
C
×
𝐻
×
𝑊
4
4
3
×
𝐻
×
𝑊
2𝐶
×
𝐻
×
𝑊
8
8
4𝐶
×
𝐻
×
𝑊
16
16
8𝐶
×
𝐻
×
𝑊
32
32
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
16x16
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
32x32
49"
10,VIT,10 - VIT.pptx,50,Why Full Attention Is Too Expensive in Swin,"Why Full Attention Is Too Expensive in Swin
C
×
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
3
×
𝐻
×
𝑊
×
8𝐶
×
×
𝐻
×
𝑊
2𝐶
×
𝐻
×
𝑊
4𝐶
×
𝐻
𝑊
𝐻
𝑊
4
4
8
8
16
16
32
32
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
16x16
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
32x32
Problem
:
224x224
image
with
56x56
grid
of
4x4
patches:
attention
matrix
has
56
4
=
9.8M
entries
50"
10,VIT,10 - VIT.pptx,51,Window-Based Attention as the Efficient Alternative,"Window-Based Attention as the Efficient Alternative
C
×
Liu
et
al,
“Swin
Transformer:
Hierarchical
Vision
Transformer
using
Shifted
Windows”,
CVPR
2021
3
×
𝐻
×
𝑊
×
8𝐶
×
×
𝐻
×
𝑊
2𝐶
×
𝐻
×
𝑊
4𝐶
×
𝐻
𝑊
𝐻
𝑊
4
4
8
8
16
16
32
32
Divide
image
into
4x4
patches
and
project
to
C
dimensions
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
8x8
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
16x16
Merge
2x2
neighborhoods;
now
patches
are
(effectively)
32x32
Problem
:
224x224
image
with
56x56
grid
of
4x4
patches:
attention
matrix
has
56
4
=
9.8M
entries
Solution:
don’t
use
full
attention,
instead
use
attention
over
patches
51"
